,sentence_id,source,target
381,1357554:0,I started out with a Bombay beer which was big enough for two.,Empecé con una cerveza Bombay que era lo suficientemente grande para dos.
382,1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,Para la cena comí pollo tikka-masala y un poco de ajo naan.
383,1357554:2,MMmmm... it was delicious.,MMmmm ... estaba delicioso.
384,1357554:3,"Service was slow, but the people were friendly.","El servicio fue lento, pero la gente era amable."
385,1357554:4,It's a nice place to relax and have conversation.,Es un buen lugar para relajarse y conversar.
386,1357554:5,I can't wait to go back.,No puedo esperar a regresar.
387,1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,Hemos vivido en Chelsea durante dos años y nunca nos habíamos fijado en este restaurante.
388,1367358:1,The food is authentic Italian - delicious!,"La comida es auténtica italiana, ¡deliciosa!"
389,1367358:2,"Pizza is terrific, as is homemade pasta.","La pizza es excelente, al igual que la pasta casera."
390,1367358:3,"Ambience is delightful, service impeccable.","El ambiente es delicioso, el servicio impecable."
391,1380450:0,I'm still mad that i had to pay for lousy food.,Todavía estoy enojado porque tuve que pagar por una comida pésima.
392,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"El bistec para perchas era como goma y el atún no tenía sabor, sin mencionar que sabía como si lo acabaran de descongelar."
393,1380450:2,Service was also horrible and the ambience is not that great.,El servicio también fue horrible y el ambiente no es tan bueno.
394,1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,No lo intentes a menos que vayas a pasar el rato como el resto de los hipsters que aparentemente no tienen sentido del gusto.
395,1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,Voy a comer en muchos restaurantes diferentes y este es un lugar al que debes ir y probar.
396,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,Esta es la primera vez que escribo una reseña para un restaurante porque la comida y el servicio fueron excelentes.
397,1387314:2,The filet mignon dish was superb!,El plato de filet mignon era magnífico!
398,1387314:3,I would defiantly come back here again as one of my top choices.,Definitivamente regresaría aquí de nuevo como una de mis mejores opciones.
399,1387314:4,It's a small cute restaurant.,Es un pequeño restaurante lindo.
400,1390357:0,I absolutely love this place!!!,¡¡¡Definitivamente amo éste lugar!!!
401,1390357:1,"From the street it looks very hidden, and is actually an old warehouse.","Desde la calle parece muy escondido, y en realidad es un antiguo almacén."
402,1390357:2,"I like the ambience, it's very dark and original.","Me gusta el ambiente, es muy oscuro y original."
403,1390357:3,I came here for my friend's birthday and keep coming back ever since.,Vine aquí para el cumpleaños de mi amigo y sigo volviendo desde entonces.
404,1390357:4,The sushi is amazing!!! ,El sushi es increíble !!!
405,1390357:5,And amazingly cheap.,Y sorprendentemente barato.
406,1390357:6,Big thumbs up!,¡Grandes pulgares arriba!
407,1394712:0,Very affordable and excellent ambient!,Ambiente muy asequible y excelente!
408,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,"Pedimos algunos platos de sopa de carne y fideos de la sección tailandesa del menú, pero nada de lo que obtuvimos fue tailandés."
409,1394712:2,We were very disappointed.,Quedamos muy decepcionados.
410,1394712:3,We won't go to this place again for a good meal.,No volveremos a este lugar para disfrutar de una buena comida.
411,1394712:4,"However, I think this place is a good hang out spot.","Sin embargo, creo que este lugar es un buen lugar para pasar el rato."
412,1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.","La próxima vez, no nos atreveríamos a pedir nada más que unos simples aperitivos y bebidas asiáticos."
413,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,¡Mi novia y yo nos topamos con este lugar animado la otra noche y lo pasamos muy bien!
414,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"La pizza y el vino eran excelentes, el servicio también, pero lo que realmente hizo que este lugar fuera el comedor del patio trasero."
415,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,Es uno de los mejores restaurantes al aire libre que he visto en Nueva York. Soy de Italia y este lugar compite con los de mi país.
416,1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","Me dicen que van a cubrir el jardín con vidrio para el invierno, así que tengo muchas ganas de ir allí en una noche nevada para disfrutarlo."
417,1395421:4,Check this place out!,¡Mira este lugar!
418,1395421:5,HIGHLY RECOMMENDED!!!!!,¡¡¡¡¡MUY RECOMENDABLE!!!!!
419,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","En primer lugar, este lugar * no * es romántico, como afirma la reseña editorial de Citysearch."
420,1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.","O eso, o la idea de romance del editor debe ser compartir una conversación con la mesa de al lado, mientras trata de hablar más fuerte que el tráfico en la 57."
421,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","Las mesas están demasiado cerca, el menú es típico de cualquier restaurante italiano y la lista de vinos es simplemente cara."
422,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,Los vinos ligeramente por encima del promedio comienzan en $ 70 + con solo una selección listada en $ 30 +.
423,1398844:4,Service is not what one would expect from a joint in this price category.,El servicio no es lo que uno esperaría de un porro en esta categoría de precios.
424,1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ","Por ejemplo, simplemente arrojaron platos sobre la mesa, me entregaron la lista de vinos al revés, etc."
425,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,"De alguna manera, trabajar el encanto italiano con constante mille grazie no constituye un servicio adecuado."
426,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Para ser completamente justos, el único factor redentor fue la comida, que estaba por encima del promedio, pero no podía compensar todas las demás deficiencias de Teodora."
427,1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.","Para celebrar un cumpleaños, tres de nosotros fuimos a Mare esperando una buena comida."
428,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"Ninguna de nuestras comidas era comestible, sosa y / o hecha con un extraño aroma de romero o naranja."
429,1404042:2,Fish was overdone.,El pescado estaba exagerado.
430,1404042:3,"Cute place, nice wait staff but would never go there again.","Lindo lugar, agradable personal de esperar, pero nunca volvería a ir allí."
431,1404042:4,Someone else recommended the dessert - we also left that.,"Alguien más recomendó el postre, también lo dejamos."
432,1404042:5,One of us actually liked the expresso - that's it.,"A uno de nosotros realmente le gustó el expreso, eso es todo."
433,1404042:6,"Skip this restaurant, it's a big disappointment.","Sáltate este restaurante, es una gran decepción."
434,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi es uno de mis restaurantes favoritos en la ciudad; el lugar que describen las críticas negativas suena como si estuvieran en otro lugar.
435,1410878:1,I've never had bad service and the fish is fresh and delicious.,Nunca he tenido un mal servicio y el pescado es fresco y delicioso.
436,1410878:2,Their tuna tartar appetizer is to die for.,Su aperitivo de tartar de atún es para morirse.
437,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.","Vengo de una familia de dueños de pizzerías, y casi me avergüenza decir que la pizza en Fornino's arruina los ingresos de mi familia."
438,1413697:1,It is simply amazing.,Es simplemente asombroso.
439,1413697:2,The place is so cool and the service is prompt and curtious.,El lugar es genial y el servicio es rápido y cortés.
440,1413697:3,I highly recommend to anyone to give this place a try.,Recomiendo encarecidamente a cualquiera que pruebe este lugar.
441,1413697:4,You will find yourself returning quite often.,Te encontrarás regresando con bastante frecuencia.
442,1413697:5,P.S. Please don't tell anyone in my family i eat there.,"PD Por favor, no le digas a nadie de mi familia que como allí."
443,1413697:6,LOL,Jajaja
444,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,Un restaurante que no intenta hacer nada más que servir buena comida con un gran servicio en un ambiente agradable.
445,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,Aquí no hay trucos: la comida habla por sí sola en su frescura y preparación.
446,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,"El comedor es tranquilo y elegante, sin música para gritar, ¡qué refrescante!"
447,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","El servicio fue impecable y discreto, el personal sabe lo que están allí para hacer, para conocer su menú, presentar su comida y atender sus necesidades."
448,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","Mirando a mi alrededor, vi una sala llena de neoyorquinos disfrutando de una comida real en un restaurante real, no una casa club de los fabulosos tratando de ser vistos."
449,1417496:5,Beautiful experience.,Hermosa experiencia.
450,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"La vista es impresionante, el servicio es de primera categoría ... el ambiente es maravilloso."
451,1430994:1,The staff offers impeccable service.,El personal ofrece un servicio impecable.
452,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Tuve sopa de langosta tiene 2 oz. de langosta de Maine en él.
453,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"Mi novio tenía el New England Chowder, estaba bueno, pero creo que el premio debería ser para el Lobster Bisque."
454,1430994:4,I had Filet Mignon with garlic mash.,Tuve Filet Mignon con puré de ajo.
455,1430994:5,It was divine melts in your mouth.,Fue divino se derrite en tu boca.
456,1430994:6,My boyfriend had Prime Rib it was good .,"Mi novio tenía Prime Rib, estaba bueno."
457,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,"No queríamos una botella de champán en un día laborable, así que cada uno de nosotros recibió pequeñas botellas de Korbett, era suficiente."
458,1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it. ,"Teníamos Lava Cake ... pedimos cuando llegó nuestra comida, se necesita al menos 1/2 para hacerlo."
459,1430994:9,It's cuz it's so good you need to taste it!!! ,¡Es porque es tan bueno que necesitas probarlo!
460,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,"¡En general, ya estamos buscando excusas para seguir adelante muy pronto en las próximas semanas!"
461,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,Mi esposa y yo comimos aquí a principios de esta semana y no hemos dejado de despotricar y delirar sobre la comida.
462,1431154:1,If you like spicy food get the chicken vindaloo.,"Si te gusta la comida picante, consigue el vindaloo de pollo."
463,1431154:2,It's very spicy but not offensive.,Es muy picante pero no ofensivo.
464,1431154:3,We will definitely go back.,Definitivamente volveremos.
465,1432551:0,Go to Volare for 1st class service and terrific food.,Vaya a Volare para disfrutar de un servicio de primera y una comida excelente.
466,1432551:1,The portions are large and the servers always surprise us with a different starter.,Las raciones son grandes y los camareros siempre nos sorprenden con un entrante diferente.
467,1432551:2,The wine list is excellent.,La carta de vinos es excelente.
468,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,La comida es increíble ... especialmente si obtiene el menú de degustación del chef y su botella favorita (¡o dos!) De vino de una amplia selección de vinos.
469,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","El lugar es pequeño e íntimo y es posible que se sienta un poco abarrotado, pero el servicio es excelente y es ideal para amigos, una cita romántica o una ocasión especial."
470,1439875:2,People dress in suits or evening gowns as well as shirts jeans.,"Las personas se visten con trajes o vestidos de noche, así como camisas jeans."
471,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"La comida puede ser cara, pero el menú de degustación de precio fijo es la mejor comida por un buen precio y atienden la comida para cualquier alergia alimentaria o comida que no te guste."
472,1439875:4,"Recommendations, of course, are required!","¡Se requieren recomendaciones, por supuesto!"
473,1439875:5,Please be aware that it's CASH or AMEX only!,¡Tenga en cuenta que solo es EFECTIVO o AMEX!
474,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","Con la excepción de nuestra ensalada de limón que tenía tanta pimienta que nuestros ojos comenzaron a llorar, la comida aquí era decente, no excelente."
475,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,"El menú es muy limitado, creo que contamos 4 o 5 entradas."
476,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","Pedimos el branzino especial a la parrilla, que estaba tan impregnado de hueso que era difícil comerlo."
477,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","La decoración de este lugar es muy cenicienta y el tipo de lugar que esperas en el East Village: no romántico, simplemente simple, pequeño y escaso."
478,1448587:4,Problem is nothing at Prune is particularly memorable.,El problema es que nada en Prune es particularmente memorable.
479,1448587:5,No plans to return anytime soon.,No hay planes de regresar pronto.
480,1451107:0,This place is so much fun.,Este lugar es muy divertido.
481,1451107:1,Our family never expected such incredible entertainment in a restaurant.,Nuestra familia nunca esperó un entretenimiento tan increíble en un restaurante.
482,1451107:2,This place must have cost the owners afortune to build.,Este lugar debe haber costado una fortuna a los propietarios construirlo.
483,1451107:3,I think the stuff was better than Disney.,Creo que las cosas eran mejores que las de Disney.
484,1451107:4,Our food was great too!,¡Nuestra comida también fue excelente!
485,1451107:5,And really large portions.,Y porciones realmente grandes.
486,1451107:6,The staff was the friendliest that have seen in New York.,El personal fue el más amable que he visto en Nueva York.
487,1451107:7,We will go back every time we are in the City.,Volveremos cada vez que estemos en la Ciudad.
488,1451109:0,If you want something really different than try Jekyll and Hyde.,"Si quieres algo realmente diferente, prueba con Jekyll y Hyde."
489,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,Es muy divertido con entretenimiento en vivo y todo tipo de efectos especiales tipo Disney.
490,1451109:2,The food was pretty tradional but it was hot and good with large portions.,La comida era bastante tradicional pero estaba caliente y bien con porciones grandes.
491,1451109:3,I highly recommend it.,Lo recomiendo altamente.
492,1451109:4,I am going to the mid town location next.,Voy a ir al centro de la ciudad a continuación.
493,1457607:0,The place is a lot of fun.,El lugar es muy divertido.
494,1457607:1,My six year old loved it.,A mi hijo de seis años le encantó.
495,1457607:2,The characters really make for an enjoyable experience.,Los personajes realmente hacen que la experiencia sea agradable.
496,1457607:3,"The food however, is what one might expect.","Sin embargo, la comida es lo que cabría esperar."
497,1457607:4,It is very overpriced and not very tasty.,Es muy caro y no muy sabroso.
498,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.","Sin embargo, creo que Jekyll and Hydes t es uno de esos lugares que es divertido hacer una vez."
499,1457607:6,We had a good time.,Pasamos un buen rato.
500,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,Fui allí con mi esposa y tuvimos que esperar por una mesa a pesar de que podías ver muchas que estaban vacías sin reserva.
501,1459569:1,Service was slow had to wait to order and get food although not crowded.,El servicio fue lento tuvo que esperar para ordenar y conseguir comida aunque no estaba lleno.
502,1459569:2,Drinks way over priced.,Bebidas muy caras.
503,1459569:3,Food was good not great not worth the wait or another visit,"La comida era buena, no excelente, no vale la pena esperar u otra visita."
504,1460715:0,Great pizza for lunch place.,Gran pizza para el almuerzo.
505,1460715:1,Service was quick.,El servicio fue rápido.
506,1460715:2,The pizza was great.,La pizza estuvo genial.
507,1460715:3,And it was quick which is very important.,"Y fue rápido, lo que es muy importante."
508,1460715:4,Have the iced tea.,Toma el té helado.
509,1460715:5,It was wonderful.,Fue maravilloso.
510,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","Siempre que necesite una dosis de sushi, Mizu estará allí con pescado de calidad y excelente servicio."
511,1470286:1,Delivery is fast too.,La entrega también es rápida.
512,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","Gran servicio amable, asientos rápidos, entrega rápida, excelente sushi."
513,1470286:3,A little overpriced but worth it once you take a bite.,"Un poco caro, pero vale la pena una vez que lo muerdes."
514,1470334:0,"Growing up in NY, I have eaten my share of bagels.","Al crecer en Nueva York, he comido mi ración de bagels."
515,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,"Ess-A-Bagel (ya sea en Sty-town o en el centro de la ciudad) es, con mucho, el mejor bagel de Nueva York."
516,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","Los bagels siempre calientes, suaves por dentro, crujientes por fuera y de tamaño enorme."
517,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,Tienen una gran selección de diferentes quesos de crema y todas sus ensaladas son geniales.
518,1470334:4,The lox is always fresh too.,El salmón ahumado también está siempre fresco.
519,1470334:5,Highly recommended to all!,¡Muy recomendable para todos!
520,1471273:0,I have to agree with the previous reviewer.,Tengo que estar de acuerdo con el crítico anterior.
521,1471273:1,I don't get it either.,Yo tampoco lo entiendo.
522,1471273:2,Not impressed with the food.,No me impresionó la comida.
523,1471273:3,Prices too high for this cramped and unappealing resturant.,Precios demasiado altos para este restaurante estrecho y poco atractivo.
524,1471273:4,Zero ambiance to boot.,Ambiente cero para arrancar.
525,1476493:0,I thought this place was totally overrated.,Pensé que este lugar estaba totalmente sobrevalorado.
526,1476493:1,Everything we had was good or ok....but definitely nothing great.,Todo lo que teníamos estaba bien o bien ... pero definitivamente nada del otro mundo.
527,1476493:2,"The ambience was nice, but service wasn't so great.","El ambiente era agradable, pero el servicio no era tan bueno."
528,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.","Cuando lo sumas todo, simplemente no me parece que valga la pena ... especialmente considerando los precios."
529,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Este es el MEJOR restaurante Shabu-Shabu en el área de Try-State.
530,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,He vivido en Japón durante 7 años y el sabor de la comida y la sensación del restaurante es como estar de vuelta en Japón.
531,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Esto es imprescindible para cualquiera que ame Shabu-Shabu.
532,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","El ambiente no es nada especial, pero se siente como un establecimiento de sushi en Tokio."
533,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,El propietario y el personal son todos japoneses y eso se suma a todo el ambiente.
534,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","A pesar de un menú un poco limitado, todo lo preparado está hecho a la perfección, ultra fresco y una obra de arte gastronómico."
535,1486041:3,I must give it Yon out of Yon stars!,Debo dárselo a Yon de Yon estrellas!
536,1486041:4,Taxan delicious!,¡Taxán delicioso!
537,1486041:5,Arigato Gozimas Yuka!,Arigato Gozimas Yuka!
538,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!","Este restaurante fue recomendado por un local ... de hecho, hizo la reserva para nosotros y dijo que no nos decepcionaría."
539,1490757:1,We weren't!,¡No lo estábamos!
540,1490757:2,The prices were CHEAP compared to the quality of service and food.,Los precios eran BARATOS en comparación con la calidad del servicio y la comida.
541,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.","Nos gustó tanto, que siempre nos aseguraremos de cenar aquí cuando visitemos Nueva York."
542,1496205:0,Went there for an office lunch.,Fui allí para un almuerzo de oficina.
543,1496205:1,The location and ambience is Ok but the food is what makes up for it.,"La ubicación y el ambiente están bien, pero la comida es lo que lo compensa."
544,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,Hay mucha variedad incluso para las personas que comen vegetariana como yo.
545,1496205:3,Try green curry with vegetables.,Pruebe el curry verde con verduras.
546,1496205:4,"The quantity is also very good, you will come out satisfied.","La cantidad también es muy buena, saldrás satisfecho."
547,1496205:5,"The service is ok, some of the people didn't get what they asked for.","El servicio está bien, algunas personas no obtuvieron lo que pidieron."
548,1496707:0,I was there on sat. for my birthday and we had an excellent time.,Yo estaba allí sentado. para mi cumpleaños y lo pasamos excelente.
549,1496707:1,I had the best ravioli ever.,Tuve los mejores ravioles de todos los tiempos.
550,1496707:2,The wine the service was very good too.,"El vino, el servicio también fue muy bueno."
551,1496707:3,Moderate prices.,Precios moderados.
552,1496707:4,A little noise but I think that was because of our party!,"Un poco de ruido, pero creo que fue por nuestra fiesta."
553,1500453:0,Molto bene!,Molto bene!
554,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,Esta trattoria pintoresca y romántica está en la parte superior de mi lista de restaurantes de Manhattan.
555,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","La comida es deliciosa, desde los especiales hasta el menú regular, los platos nunca son una decepción."
556,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","Ya sea el soufflé de porcini parmesean o el cordero glaseado con vinagre balsámico, seguramente te transportarán al norte de Italia con un bocado."
557,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","Aunque las mesas pueden estar situadas cerca, la luz de las velas, la calidad de la comida y el servicio compensan en exceso."
558,1500453:5,A guaranteeed delight!,¡Un placer garantizado!
559,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","Conozco este secreto desde hace 13 años, Emilio (el Padrino) ha seguido sirviendo comida y vino a los dioses a precios mortales."
560,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.","Si vas, prueba la salsa marinara / arrabiatta, la mozzarella en Carozza es mmmmmmmm ... todo está delicioso."
561,1506491:2,Check out the secret back room.,Echa un vistazo a la trastienda secreta.
562,1506491:3,Old school meets New world.,La vieja escuela se encuentra con el nuevo mundo.
563,1506491:4,I pray it stays open forever.,Rezo para que permanezca abierto para siempre.
564,1506491:5,Thank You Emilio.,Gracias Emilio.
565,1506491:6,Ciao Bella,Ciao Bella
566,1538149:0,"I found the food, service and value exceptional everytime I have been there.","Encontré la comida, el servicio y el valor excepcional cada vez que he estado allí."
567,1538149:1,The food was authentic.,La comida era auténtica.
568,1538149:2,I felt as though I were eating in Paris.,Me sentí como si estuviera comiendo en París.
569,1538149:3,The service was excellent - friendly and attentive.,"El servicio fue excelente, amable y atento."
570,1538149:4,The prices are wonderfully low.,Los precios son maravillosamente bajos.
571,1538149:5,Very good wine choices.,Muy buenas opciones de vinos.
572,1543345:0,I can't believe people complain about no cheese sticks?,No puedo creer que la gente se queje de que no hay palitos de queso.
573,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,¡Quién tiene espacio para Cheese Sticks con la mejor pizza de Nueva York!
574,1543345:2,Get the pepperoni - YUM - and a family style salad.,Obtenga el pepperoni - YUM - y una ensalada estilo familiar.
575,1543345:3,Great staff.,Excelente personal.
576,1543345:4,Always great service!,¡Siempre un gran servicio!
577,1543345:5,I go twice a month!,¡Voy dos veces al mes!
578,1543345:6,Fantastic!,¡Fantástico!
579,1561259:0,"The food is good, I can't lie.","La comida es buena, no puedo mentir."
580,1561259:1,But the staff was so horrible to us.,Pero el personal fue tan horrible con nosotros.
581,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,La anfitriona y la camarera fueron increíblemente groseras e hicieron todo lo posible para apurarnos.
582,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"Estábamos planeando conseguir postre, pero la camarera básicamente a través de la cuenta antes de que tuviéramos la oportunidad de pedir."
583,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","Este lugar es caro, y sí, la comida vale la pena; pero el servicio te hace sentir que deberías pagar una cuarta parte del precio."
584,1561259:5,Save yourself the time and trouble and skip this one!,¡Ahórrese el tiempo y los problemas y omita este!
585,1572027:0,I'll keep this short.,Seré breve.
586,1572027:1,Amma is nothing special.,Amma no es nada especial.
587,1572027:2,The two star chefs left quite some time ago to open their own place.,Los dos chefs estrella se marcharon hace bastante tiempo para abrir su propio local.
588,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,Comí aquí hace una semana y encontré que la mayoría de los platos son promedio en el mejor de los casos y demasiado caros.
589,1572027:4,Will not be back.,No volveré.
590,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","No cene en Tamarind por los platos vegetarianos, simplemente no están a la altura de las selecciones no vegetarianas."
591,1572033:1,Decor is nice though service can be spotty.,"La decoración es agradable, aunque el servicio puede ser irregular."
592,1572033:2,This place is always packed.,Este lugar siempre está lleno.
593,1572033:3,I know because I live nearby.,Lo sé porque vivo cerca.
594,1572033:4,"Most importantly, food is excellent.",Lo más importante es que la comida es excelente.
595,1572033:5,Try the sea bass.,Prueba la lubina.
596,1572033:6,Highly recommended.,Muy recomendable.
597,1573534:0,First of all Dal Bukhara Rocks.,"En primer lugar, Dal Bukhara Rocks."
598,1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by. ,"Como estudiante en la Universidad de Nueva York, necesito un lugar para comer después de un duro día de trabajo, así que normalmente voy a cualquier restaurante indio cercano."
599,1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,pero he escuchado mucho sobre esto durante los últimos 2 años y finalmente decidí comer aquí.
600,1573534:3,I am happy i did the food was awsome.,"Estoy feliz de haberlo hecho, la comida fue increíble."
601,1573534:4,JUST AWSOME.,SIMPLEMENTE IMPRESIONANTE.
602,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,"y sí, Dal Bukhara es muy bueno y también lo son todos los kababs."
603,1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,"Están abriendo dos lugares más cuando vi un volante allí, uno en Yonkers, que es un restaurante y salón de banquetes, y otro en parsippany, nueva jersey."
604,1573534:7,but overall i give it a 10,pero en general le doy un 10
605,1573534:8,10,10
606,1577714:0,I haven't been to the other locations.,No he estado en los otros lugares.
607,1577714:1,Haru on Park S is simply disgusting.,Haru en Park S es simplemente repugnante.
608,1577714:2,The fish was not fresh and the rice tasted old and stale.,El pescado no estaba fresco y el arroz sabía viejo y rancio.
609,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.","Francamente, este es uno de los peores sushi que he probado."
610,1577714:4,Will never be back.,Nunca volveremos.
611,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,"Honestamente, el peor sushi que mi esposo y yo comimos en toda nuestra vida."
612,1586174:1,"believe us, we've been eating sushi for over 15 yrs.","créanos, llevamos comiendo sushi más de 15 años."
613,1586174:2,not sure why this restaurant would be rated that highly.,No estoy seguro de por qué este restaurante estaría tan bien calificado.
614,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,el sushi todo lo que puedas comer es definitivamente de muy mala calidad.
615,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ","menú limitado, ingredientes no tan frescos, pescado en rodajas finas, arroz desmenuzado."
616,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ","las únicas cosas que realmente se pueden saborear son la salsa de soja muy salada (incluso si es baja en sodio), el arroz empapado en vinagre y la cebolleta encima del pescado."
617,1586174:6,the waitstaffs are nice though.,los camareros son agradables.
618,1586174:7,wont come back again for sure!,¡No volveré de nuevo seguro!
619,1603698:0,I have been to Roth's twice and both times were very disappointing.,He estado en Roth's dos veces y las dos veces fueron muy decepcionantes.
620,1603698:1,Once for dinner and once for brunch.,Una vez para cenar y otra para el brunch.
621,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.","En ambas ocasiones me decepcionó mucho el servicio, que era casi descortés."
