,sentence_id,en,nl
288,1293334:4,"Please take my advice, go and try this place.","Neem mijn advies aan, ga deze plek proberen."
289,1293334:5,Its located in greenewich village.,Het ligt in Greenwich dorp.
290,1293334:6,You will not be disapointed at all.,Je zult helemaal niet worden ontkend.
291,1297844:0,Our first time in New York and we had to try a New York Bagel.,Onze eerste keer in New York en we moesten een New York Bagel proberen.
292,1297844:1,We were not dissappointed in the least bit by this little gem.,We zijn helemaal niet teleurgesteld door dit juweeltje.
293,1297844:2,The bagel was huge.,De bagel was enorm.
294,1297844:3,They were served warm and had a soft fluffy interior.,Ze werden warm geserveerd en hadden een zacht donzig interieur.
295,1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,De arbeiders daar ook absoluut laden de bagel met roomkaas (wordt een beetje rommelig).
296,1297844:5,I loved it and would HIGHLY RECOMMEND.,Ik vond het geweldig en zou het ten zeerste aanbevelen.
297,1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,Dit was mijn tijd in Café St. Bart's en ik moet zeggen hoe heerlijk het eten en de service was.
298,1300636:1,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.","Toen ik vanmorgen belde, dacht ik dat ik niet in staat zou zijn om twaalf uur binnen te komen, maar ik was in staat om binnen te komen, samen met vier andere gasten."
299,1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"Ik moet de kreeft graag aanbevelen, niet te veel mayonaise, je kunt zien dat het een verse kreeft was."
300,1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","Andere gasten genoten van pizza, Santa fe gehakte salade en vis en chips."
301,1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","Ik raad Café St. Bart's aan voor hun eten, de sfeer en prachtige service."
302,1303888:0,All the staff is absolutely professional!! ,Al het personeel is absoluut professioneel!!
303,1303888:1,I sometimes see the waiters don't have enough knowledge of their dishes.,Soms zie ik dat de obers niet genoeg kennis hebben van hun gerechten.
304,1303888:2,But they do.,Maar dat doen ze.
305,1303888:3,"(that is A MUST, but not every restaurant can do...) ","(dat is A MOST, maar niet elk restaurant kan...)"
306,1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.","Als u wilt dineren met grote partij, raad ik aan om te reserveren BASEMENT."
307,1303888:5,"There's nice and quiet, small but enough for 6 (or more).","Er is mooi en rustig, klein maar genoeg voor 6 (of meer)."
308,1303984:0,This restaurant was way overhyped.,Dit restaurant was veel te hoog gegrepen.
309,1303984:1,My chow fun and chow see was really bland and oily.,Mijn chow fun en chow see was erg saai en olieachtig.
310,1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"Oké, ik vind het olieachtige gedeelte niet erg, want de meeste zijn zo gekookt, maar het was veel te saai."
311,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,De scallionenpannenkoeken en gebakken knoedels waren niets bijzonders.
312,1308557:0,The service was the only thing good about this restaurant.,De service was het enige goede aan dit restaurant.
313,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","Het is saai aan de binnenkant, en onze sushi was behoorlijk onder het gemiddelde...De tonijn was klef en de andere broodjes hadden geen smaak."
314,1308557:2,I definitely wouldn't go back.,Ik zou zeker niet teruggaan.
315,1310217:0,There are many Thai places in the city but so far Toons is #1.,"Er zijn veel Thaise plaatsen in de stad, maar tot nu toe is Toons \\#1."
316,1310217:1,Their pad penang is delicious and everything else is fantastic.,Hun pad penang is heerlijk en al het andere is fantastisch.
317,1310217:2,The price is reasonable although the service is poor.,"De prijs is redelijk, hoewel de dienst slecht is."
318,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,vers restaurant was geweldig...Het eten was heerlijk en natuurlijk vers.
319,1318537:1,"great for a romantic evening, or a fun evening with friends...","geweldig voor een romantische avond, of een leuke avond met vrienden..."
320,1318537:2,I will be going back very soon.,Ik ga heel snel terug.
321,1318537:3,keep up the good work.,Ga door met het goede werk.
322,1318537:4,Hats off to the chef.,Hoeden af voor de chef.
323,1328078:0,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.","Ik ben niet de meest ervaren persoon als het gaat om Thais eten, maar mijn vriend die me meenam is dat wel."
324,1328078:1,He has visited Thailand and is quite expert on the cuisine.,Hij heeft Thailand bezocht en is erg expert in de keuken.
325,1328078:2,It was wonderful.,Het was geweldig.
326,1328078:3,"the salads are delicious, both refreshing and very spicy.","De salades zijn heerlijk, zowel verfrissend als zeer pittig."
327,1328078:4,We had Pam's special fried fish and it was amazing.,We hadden Pam's speciale gebakken vis en het was geweldig.
328,1328078:5,too large for just two people but nothing was left.,"Te groot voor twee mensen, maar er was niets over."
329,1328078:6,Unbelievable.,Ongelooflijk.
330,1335154:0,Had a late night dinner on a Saturday night.,Ik heb zaterdagavond laat gegeten.
331,1335154:1,"Great vibe, lots of people.","Geweldige sfeer, veel mensen."
332,1335154:2,"My husband and I both ordered the Steak, medium.","Mijn man en ik hebben allebei de Steak besteld, medium."
333,1335154:3,"My husbands was perfect, my was well done and dry.","Mijn mannen waren perfect, mijn was goed gedaan en droog."
334,1335154:4,"I didn't complain, I liked the atmosphere so much.","Ik klaagde niet, ik hield zo van de sfeer."
335,1335154:5,Will give it another chance before I write it off.,Ik geef het nog een kans voor ik het afschrijf.
336,1335656:0,Visited there while on vacation and reading the reviews.,Bezoek daar tijdens de vakantie en het lezen van de recensies.
337,1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,Op een warme dag was het geweldig om te stoppen en te genieten van de lunch.
338,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.","Ambientie is zo schattig en schilderachtig, goed voor de zaken hoewel we daar op vakantie waren."
339,1335656:3,Salads were fantastic.,Salades waren fantastisch.
340,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,Hoewel we op zoek waren naar gewone sla en wat walnoten de salades die we kregen waren geweldig.
341,1335656:5,Ingredients are organic which is a real plus for me.,"Ingrediënten zijn organisch, wat voor mij een pluspunt is."
342,1335656:6,We will be back.,We komen terug.
343,1338124:0,"This is some really good, inexpensive sushi.","Dit is echt goede, goedkope sushi."
344,1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","Het kost $2 extra om een gewone rol te veranderen in een binnenste-out rol, maar de rol meer dan drieling in grootte, en dat is niet alleen van de rijst."
345,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,De pittige tonijn is enorm en waarschijnlijk het beste dat ik heb gehad op dit prijsniveau.
346,1338124:3,The Yellowtail was particularly good as well.,De Yellowtail was ook bijzonder goed.
347,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","Ik heb bedenkingen over de alles wat je kunt eten deal, echter --de keuzes zijn vrij beperkt en je kunt waarschijnlijk meer voedsel bestellen dan je kunt eten voor minder dan $18 door gewoon te gaan van het menu."
348,1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.","Hoe dan ook, dit is een plek waar ik zeker zal langskomen als ik in dit deel van de stad ben."
349,1340075:0,Big Wong gets big Ups for a fine establishment.,Big Wong krijgt grote Ups voor een goed etablissement.
350,1340075:1,"They have it all -- great price, food, and service.","Ze hebben het allemaal. Geweldige prijs, eten en service."
351,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,De sfeer is luidruchtig en de obers lopen letterlijk rond en doen dingen zo snel als ze kunnen.
352,1340075:3,The food is prepared quickly and efficiently.,Het voedsel wordt snel en efficiënt bereid.
353,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","En het komt allemaal voor een zeer redelijke prijs (congee, noedels en rijst gerechten zijn niet meer dan $3-6 elk)."
354,1340075:5,The takeout is great too since they give high quality tupperware as well.,Het eten is ook geweldig omdat ze hoge kwaliteit Tupperware ook.
355,1340075:6,This place is always very crowded and popular.,Deze plek is altijd erg druk en populair.
356,1341354:0,Went here on a friend's reccomendation.,Ging hier op een vriend's reccomendation.
357,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Geniet van een lekkere Caesar Salad terwijl mijn vrouw rucola en geitenkaas at. Allebei erg lekker.
358,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,We kozen beiden voor een pasta schotel en ze werden tijdig en vers geserveerd.
359,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.","We eindigden met tiramisu chocolade cake, beide waren heerlijk."
360,1341354:4,We'd go back again,We zouden weer teruggaan.
361,1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,Ik ging onlangs naar een restaurant met wat collega's voor de lunch en had een geweldige tijd.
362,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","Het personeel was accommodatie, het eten was absoluut heerlijk en de plaats is prachtig."
363,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,We hebben zelfs een bezoek gehad van de Manager die er zeker van wilde zijn dat we het leuk vonden.
364,1347423:3,"Yes, the prices are high, but I felt it was worth it.","Ja, de prijzen zijn hoog, maar ik vond het de moeite waard."
365,1347423:4,We all felt it was worth it.,We vonden het allemaal de moeite waard.
366,1349391:0,sometimes i get good food and ok service.,Soms krijg ik goed eten en goede service.
367,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","Soms krijg ik slecht eten en slechte service, soms krijg ik goede en slechte service."
368,1349391:2,it is not consistent.,Het is niet consistent.
369,1349391:3,really depends on your luck!,Dat hangt van je geluk af.
370,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"De plaats is een BISTRO, wat betekent: eenvoudige gerechten en wijn geserveerd efficiënt in een bruisende atmosfeer."
371,1352948:1,And where does Patis go wrong; no where. ,"En waar gaat Patis fout, niet waar."
372,1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.","Je eet geen haut cuisine met subtiele hints van wat dan ook, maar: Cassuolet, Steak Fritte, Tripe Stew, etc. eenvoudige dingen."
373,1352948:3,And evaluated on those terms Pastis is simply wonderful.,En op die voorwaarden is Pastis gewoon geweldig.
374,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,Vlak bij de L in Brooklyn is dit een gezellige plek met goede pizza.
375,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"De mijne was een beetje verbrand, maar nog steeds lekker met geitenkaas en panchetta (raddichio was wel een beetje bitter."
376,1353599:2,My friend got the mushroom pizza which tasted better.,Mijn vriend heeft de champignon pizza die beter smaakte.
377,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,De sangria was erg lekker en goed op een hete dag.
378,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,"Een kleine plek, maar als ze het niet te druk hebben, kunnen ze misschien in een groep of kinderen passen."
379,1353599:5,Overall I would recommend it and go back again.,Over het geheel genomen zou ik het aanbevelen en terug gaan.
380,1353599:6,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),Komend uit Boston is deze plek als Emma's Pizza in Kendall Square in Cambridge (hoewel ze meer funky toppings!)
381,1357554:0,I started out with a Bombay beer which was big enough for two.,Ik begon met een Bombay bier dat groot genoeg was voor twee.
382,1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,Voor het diner had ik de kip tikka-masala en wat knoflookanaat.
383,1357554:2,MMmmm... it was delicious.,Mmm.Het was heerlijk.
384,1357554:3,"Service was slow, but the people were friendly.","De service was traag, maar de mensen waren vriendelijk."
385,1357554:4,It's a nice place to relax and have conversation.,Het is een mooie plek om te ontspannen en te praten.
386,1357554:5,I can't wait to go back.,Ik kan niet wachten om terug te gaan.
387,1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,We wonen al twee jaar in Chelsea en hebben dit restaurant nooit opgemerkt.
388,1367358:1,The food is authentic Italian - delicious!,Het eten is authentiek Italiaans. Heerlijk.
389,1367358:2,"Pizza is terrific, as is homemade pasta.","Pizza is geweldig, net als zelfgemaakte pasta."
390,1367358:3,"Ambience is delightful, service impeccable.","Ambitie is heerlijk, service onberispelijk."
391,1380450:0,I'm still mad that i had to pay for lousy food.,Ik ben nog steeds boos dat ik moest betalen voor slecht eten.
392,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,De hanenkaartje was net rubber en de tonijn was smaakloos en smaakte net als ontdooid.
393,1380450:2,Service was also horrible and the ambience is not that great.,Service was ook verschrikkelijk en de sfeer is niet zo groot.
394,1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,Probeer het niet tenzij je daar gewoon heen gaat om rond te hangen zoals de rest van de hipsters die blijkbaar geen smaak hebben.
395,1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,Ik ga uit eten in vele verschillende restaurants en dit is een plek waar je moet gaan en proberen.
396,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,Dit is mijn eerste keer dat ik een recensie schrijf voor een restaurant omdat het eten en de service uitstekend was.
397,1387314:2,The filet mignon dish was superb!,De filet mignon schotel was geweldig!
398,1387314:3,I would defiantly come back here again as one of my top choices.,Ik zou opstandig terugkomen als een van mijn beste keuzes.
399,1387314:4,It's a small cute restaurant.,Het is een klein leuk restaurant.
400,1390357:0,I absolutely love this place!!!,Ik hou absoluut van deze plek!!!
401,1390357:1,"From the street it looks very hidden, and is actually an old warehouse.","Van de straat lijkt het erg verborgen, en is het eigenlijk een oud magazijn."
402,1390357:2,"I like the ambience, it's very dark and original.","Ik hou van de sfeer, het is erg donker en origineel."
403,1390357:3,I came here for my friend's birthday and keep coming back ever since.,Ik kwam hier voor de verjaardag van mijn vriend en kom sindsdien steeds terug.
404,1390357:4,The sushi is amazing!!! ,De sushi is geweldig!!!
405,1390357:5,And amazingly cheap.,En verbazingwekkend goedkoop.
406,1390357:6,Big thumbs up!,Grote duimen omhoog!
407,1394712:0,Very affordable and excellent ambient!,Zeer betaalbare en uitstekende omgeving!
408,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,"We bestelden wat rundvlees en noedelsoep gerechten uit de Thaise afdeling van het menu, maar niets wat we kregen was Thais."
409,1394712:2,We were very disappointed.,We waren erg teleurgesteld.
410,1394712:3,We won't go to this place again for a good meal.,We gaan hier niet meer naar toe voor een goede maaltijd.
411,1394712:4,"However, I think this place is a good hang out spot.",Maar ik denk dat dit een goede plek is.
412,1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",De volgende keer zouden we niets anders durven bestellen dan een Aziatisch voorgerecht en een drankje.
413,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,M'n vriendin en ik hebben laatst een geweldige plek gevonden.
414,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"De Pizza en de wijn waren ook uitstekend, maar wat deze plek echt maakte was de achtertuin eethoek."
415,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,Het is een van de mooiste openluchtrestaurants die ik ooit heb gezien in NY. Ik kom uit Italië en deze plek is een concurrent van de restaurants in mijn land.
416,1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","Ze zeggen dat ze de tuin in glas gaan bedekken voor de winter, dus ik kijk er naar uit om er te gaan op een sneeuwige nacht om ervan te genieten."
417,1395421:4,Check this place out!,Kijk hier eens.
418,1395421:5,HIGHLY RECOMMENDED!!!!!,HOGE AANBEVELING!!!!!
419,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","Ten eerste, deze plek is niet romantisch, zoals beweerd door Citysearch's redactionele recensie."
420,1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.","Of dat, of het idee van romantiek van de redacteur moet een gesprek delen met de volgende tafel, terwijl ze proberen om luider te spreken dan het verkeer op 57th."
421,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","De tafels zijn veel te dicht gepropt, het menu is typisch voor elk Italiaans restaurant, en de wijnlijst is gewoon te duur."
422,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,Wijnen die iets boven het gemiddelde liggen beginnen bij $70+ met slechts één selectie op $30+.
423,1398844:4,Service is not what one would expect from a joint in this price category.,Service is niet wat men zou verwachten van een joint in deze prijscategorie.
424,1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ","Bijvoorbeeld, borden werden net op de tafel gegooid, ik kreeg de wijnlijst ondersteboven, etc..."
425,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,Op een of andere manier werken aan de Italiaanse charme met constante mille grazie is geen goede service.
426,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Om eerlijk te zijn, de enige verlossende factor was het voedsel, dat boven het gemiddelde was, maar niet kon goedmaken voor alle andere tekortkomingen van Teodora."
427,1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.","Om een verjaardag te vieren, gingen we met z'n drieën naar Mare om te anticiperen op geweldig eten."
428,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,Niet één van onze maaltijden was eetbaar... flauw en/of gemaakt met rare rozemarijn of oranje smaak.
429,1404042:2,Fish was overdone.,De vis was overdonderd.
430,1404042:3,"Cute place, nice wait staff but would never go there again.","Leuke plek, leuk wachtpersoneel, maar zou er nooit meer heen gaan."
431,1404042:4,Someone else recommended the dessert - we also left that.,Iemand anders heeft het dessert aanbevolen. Dat hebben we ook achtergelaten.
432,1404042:5,One of us actually liked the expresso - that's it.,"Een van ons hield echt van de expresso, dat is het."
433,1404042:6,"Skip this restaurant, it's a big disappointment.","Sla dit restaurant over, het is een grote teleurstelling."
434,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi is een van mijn favoriete restaurants in de stad; de plaats die de negatieve beoordelingen beschrijven klinkt alsof ze ergens anders waren.
435,1410878:1,I've never had bad service and the fish is fresh and delicious.,Ik heb nog nooit slechte service gehad en de vis is vers en heerlijk.
436,1410878:2,Their tuna tartar appetizer is to die for.,Hun tonijn tartaar voorgerecht is om voor te sterven.
437,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.","Ik kom uit een familie van pizzeria eigenaren, en ik ben bijna beschaamd om te zeggen dat de pizza in Fornino mijn families terughaalt."
438,1413697:1,It is simply amazing.,Het is gewoon geweldig.
439,1413697:2,The place is so cool and the service is prompt and curtious.,De plaats is zo cool en de service is prompt en curieus.
440,1413697:3,I highly recommend to anyone to give this place a try.,Ik raad iedereen aan om dit te proberen.
441,1413697:4,You will find yourself returning quite often.,U zult heel vaak terugkomen.
442,1413697:5,P.S. Please don't tell anyone in my family i eat there.,P.S. Vertel alsjeblieft niemand in mijn familie dat ik daar eet.
443,1413697:6,LOL,LOL
444,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"Een restaurant dat niets probeert te doen, behalve goed eten serveren met goede service in een aangename sfeer."
445,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,"Geen gimmicks hier, het voedsel spreekt voor zich in zijn versheid en voorbereiding."
446,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,De eetkamer is rustig elegant zonder muziek om over te schreeuwen. Hoe verfrissend!
447,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","De service was onberispelijk en onopvallend... het personeel weet wat ze moeten doen... om hun menu te kennen, uw maaltijd te presenteren, en te zorgen voor uw behoeften."
448,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","Als ik rondkijk, zag ik een kamer vol New Yorkers genieten van een echte maaltijd in een echt restaurant, niet een clubhuis van de fantastische proberen te worden gezien."
449,1417496:5,Beautiful experience.,Prachtige ervaring.
450,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,Het uitzicht is adembenemend de service is top...De sfeer is heerlijk.
451,1430994:1,The staff offers impeccable service.,Het personeel biedt onberispelijke service.
452,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Ik had Lobster Bisque met 2 oz van Maine Lobster erin.
453,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"Mijn vriend had de New England Chowder. Het was goed, maar ik denk dat de prijs naar de Lobster Bisque moet gaan."
454,1430994:4,I had Filet Mignon with garlic mash.,Ik had Filet Mignon met knoflook puree.
455,1430994:5,It was divine melts in your mouth.,Het was goddelijk smelt in je mond.
456,1430994:6,My boyfriend had Prime Rib it was good .,Mijn vriend had Prime Rib. Het was goed.
457,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,"We wilden geen fles bubbels op een doordeweekse dag dus we kregen allemaal kleine flessen Korbett, dat was net genoeg."
458,1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it. ,We hadden Lava Cake...We hebben besteld toen ons eten kwam. Er is minstens een 1/2 nodig om het te maken.
459,1430994:9,It's cuz it's so good you need to taste it!!! ,Het is omdat het zo goed is dat je het moet proeven!!!
460,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,Al met al komen we al met excuses om echt snel door te gaan in de komende paar wks!!!!
461,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,Mijn vrouw en ik aten hier eerder deze week en zijn niet gestopt met tieren en raaskallen over het eten.
462,1431154:1,If you like spicy food get the chicken vindaloo.,"Als je van pittig eten houdt, neem dan de kip vindaloo."
463,1431154:2,It's very spicy but not offensive.,"Het is erg pittig, maar niet beledigend."
464,1431154:3,We will definitely go back.,We gaan zeker terug.
465,1432551:0,Go to Volare for 1st class service and terrific food.,Ga naar Volare voor de eerste klas service en geweldig eten.
466,1432551:1,The portions are large and the servers always surprise us with a different starter.,De porties zijn groot en de servers verrassen ons altijd met een andere starter.
467,1432551:2,The wine list is excellent.,De wijnlijst is uitstekend.
468,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Het eten is geweldig...Vooral als u het menu van de chef krijgt en uw favoriete fles (of twee!)van wijn uit een uitgebreide selectie van wijnen.
469,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","De plaats is klein en intiem en je kunt je een beetje druk voelen, maar de service is uitstekend en het is geweldig voor vrienden uit, een romantische date, of een speciale occassion."
470,1439875:2,People dress in suits or evening gowns as well as shirts jeans.,Mensen kleden zich in pakken of avondjurken en hemden jeans.
471,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,Het eten kan prixe fixe proevering menu is het beste voedsel voor een goede prijs en ze leveren het voedsel aan voedselallergieën of voedsel dat je niet leuk vindt.
472,1439875:4,"Recommendations, of course, are required!",Aanbevelingen zijn natuurlijk nodig!
473,1439875:5,Please be aware that it's CASH or AMEX only!,Let op dat het alleen CASH of AMEX is.
474,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","Met uitzondering van onze citroensalade met zoveel peper erop dat onze ogen begonnen te drenken, was het eten hier fatsoenlijk, niet geweldig."
475,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,Het menu is erg beperkt. Ik denk dat we 4 of 5 voorgerechten hebben geteld.
476,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","We bestelden de speciale gegrilde branzino, die zo doordrenkt was met bot, dat het moeilijk te eten was."
477,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","Het decor in deze plaats is zeer eetachtig en het soort plaats die je verwacht in het East Village --niet romantisch, gewoon eenvoudig, klein en schaars."
478,1448587:4,Problem is nothing at Prune is particularly memorable.,Het probleem is dat niets bij Prune bijzonder gedenkwaardig is.
479,1448587:5,No plans to return anytime soon.,Geen plannen om snel terug te keren.
480,1451107:0,This place is so much fun.,Het is hier zo leuk.
481,1451107:1,Our family never expected such incredible entertainment in a restaurant.,Onze familie verwachtte nooit zo'n geweldig vermaak in een restaurant.
482,1451107:2,This place must have cost the owners afortune to build.,Deze plek moet de eigenaars gekost hebben om te bouwen.
483,1451107:3,I think the stuff was better than Disney.,Ik denk dat het spul beter was dan Disney.
484,1451107:4,Our food was great too!,Ons eten was ook geweldig!
485,1451107:5,And really large portions.,En grote porties.
486,1451107:6,The staff was the friendliest that have seen in New York.,Het personeel was de vriendelijkste die we in New York gezien hebben.
487,1451107:7,We will go back every time we are in the City.,We gaan elke keer terug als we in de stad zijn.
488,1451109:0,If you want something really different than try Jekyll and Hyde.,Als je iets heel anders wilt dan Jekyll en Hyde proberen.
489,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,Het is veel plezier met live entertainment en alle soorten Disney type speciale effecten.
490,1451109:2,The food was pretty tradional but it was hot and good with large portions.,"Het eten was behoorlijk tradionaal, maar het was warm en goed met grote porties."
491,1451109:3,I highly recommend it.,Ik raad het aan.
492,1451109:4,I am going to the mid town location next.,Ik ga nu naar de locatie in het midden van de stad.
493,1457607:0,The place is a lot of fun.,Het is hier heel leuk.
494,1457607:1,My six year old loved it.,Mijn zesjarige vond het geweldig.
495,1457607:2,The characters really make for an enjoyable experience.,De personages maken echt een plezierige ervaring.
496,1457607:3,"The food however, is what one might expect.",Het eten is echter wat men zou kunnen verwachten.
497,1457607:4,It is very overpriced and not very tasty.,Het is erg duur en niet erg lekker.
498,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.","Echter, ik denk dat Jeckll en Hydes t is een van die plaatsen die leuk is om te doen een keer."
499,1457607:6,We had a good time.,We hadden een leuke tijd.
500,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"Ging er met mijn vrouw heen en we moesten wachten op een tafel, hoewel je kon zien dat er veel leeg waren met geen reservering zucht op hen."
501,1459569:1,Service was slow had to wait to order and get food although not crowded.,"De service was traag om te wachten om te bestellen en te krijgen voedsel, hoewel niet druk."
502,1459569:2,Drinks way over priced.,Drankjes veel te duur.
503,1459569:3,Food was good not great not worth the wait or another visit,Voedsel was goed niet geweldig niet de moeite waard om te wachten of een ander bezoek
504,1460715:0,Great pizza for lunch place.,Geweldige pizza voor de lunch.
505,1460715:1,Service was quick.,De service was snel.
506,1460715:2,The pizza was great.,De pizza was geweldig.
507,1460715:3,And it was quick which is very important.,"En het was snel, wat heel belangrijk is."
508,1460715:4,Have the iced tea.,Neem de ijsthee.
509,1460715:5,It was wonderful.,Het was geweldig.
510,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","Wanneer u een sushi fix nodig hebt, Mizu zal er zijn met kwaliteit vis en geweldige service."
511,1470286:1,Delivery is fast too.,Levering is ook snel.
512,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","Goede vriendelijke service, snelle zitplaatsen, snelle levering, uitstekende sushi."
513,1470286:3,A little overpriced but worth it once you take a bite.,"Een beetje te duur, maar het is het waard als je een hap neemt."
514,1470334:0,"Growing up in NY, I have eaten my share of bagels.","Toen ik opgroeide in New York, heb ik mijn portie bagels gegeten."
